Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
875,1e-10,876,4.86e-05,955,0.982
876,1.74e-07,877,2.56e-05,956,0.98
877,1e-10,878,1.43e-05,957,0.981
878,1e-10,879,8.49e-06,958,0.98
879,1e-10,880,5.99e-06,959,0.982
880,1e-10,881,3.61e-06,960,0.98
881,1e-10,882,2.13e-06,961,0.979
882,1e-10,883,1.75e-06,962,0.979
883,1e-10,884,1.02e-06,963,0.979
884,1e-10,885,1.05e-06,964,0.98
885,1e-10,886,1.3e-06,965,0.98
886,1e-10,887,9.5e-07,966,0.978
887,1e-10,888,9.5e-07,967,0.976
888,1e-10,889,1.49e-06,968,0.977
889,1e-10,890,9.5e-07,969,0.977
890,1e-10,891,9.5e-07,970,0.976
891,1e-10,892,9.5e-07,971,0.976
892,1e-10,893,9.5e-07,972,0.976
893,1.44e-07,894,9.5e-07,973,0.975
894,1e-10,895,9.5e-07,974,0.975
895,1e-10,896,9.5e-07,975,0.974
896,1e-10,897,9.5e-07,976,0.974
897,1e-10,898,9.5e-07,977,0.973
898,2.93e-07,899,9.5e-07,978,0.973
